City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Korla,CN,2022-11-23 22:30:22,41.7597,86.1469,35.71,39,23,6.44
295,Razole,IN,2022-11-23 22:30:23,16.4833,81.8333,73.87,94,6,3.69
296,Sinnamary,GF,2022-11-23 22:30:23,5.3833,-52.95,78.58,85,99,10.42
297,Manavalakurichi,IN,2022-11-23 22:30:24,8.1333,77.3,73.83,73,91,9.66
298,Ramnagar,IN,2022-11-23 22:30:25,29.4,79.1167,56.8,61,0,3.83
299,Camacha,PT,2022-11-23 22:30:26,33.0833,-16.3333,65.62,64,75,9.22
300,Mufumbwe,ZM,2022-11-23 22:30:27,-13.6833,24.8,63.54,86,98,2.93
301,Totoral,PE,2022-11-23 22:30:29,-17.4053,-70.365,61.63,57,62,3.44
302,Hagere Hiywet,ET,2022-11-23 22:30:29,8.9833,37.85,57.4,66,97,2.44
303,Hakkari,TR,2022-11-23 22:30:30,37.5833,44.1667,24.58,80,20,2.3
304,Attur,IN,2022-11-23 22:30:31,11.6,78.6167,73.24,94,96,1.86
305,Ilulissat,GL,2022-11-23 22:30:32,69.2167,-51.1,17.62,93,100,0.0
306,Roxana,CR,2022-11-23 22:30:32,10.2753,-83.7513,81.03,97,99,0.81
307,Barkhan,PK,2022-11-23 22:30:33,29.8977,69.5256,55.38,17,100,2.37
308,Bilma,NE,2022-11-23 22:30:34,18.6853,12.9164,66.72,22,65,10.96
309,Petauke,ZM,2022-11-23 22:30:34,-14.2426,31.3253,68.59,73,21,5.5
310,Ocos,GT,2022-11-23 22:30:35,14.5094,-92.1933,87.98,72,81,5.91
311,Japura,ID,2022-11-23 22:30:35,-0.3167,102.35,72.97,90,98,1.72
312,Ostrovnoy,RU,2022-11-23 22:30:36,68.0531,39.5131,26.06,85,99,5.06
313,Buzmeyin,TM,2022-11-23 22:30:36,38.0507,58.2056,56.93,35,100,11.5
314,Shirokiy,RU,2022-11-23 22:30:37,49.758,129.523,-10.68,100,53,2.95
315,Mount Gambier,AU,2022-11-23 22:31:38,-37.8333,140.7667,57.51,60,100,6.38
316,Verkhoyansk,RU,2022-11-23 22:31:38,67.5447,133.385,-42.0,100,72,1.1
317,Nyaunglebin,MM,2022-11-23 22:31:39,17.95,96.7333,69.3,87,65,5.53
318,Bairiki,KI,2022-11-23 22:31:39,1.3292,172.9752,84.2,65,20,8.05
319,Qui Nhon,VN,2022-11-23 22:31:40,13.7667,109.2333,76.78,88,99,2.08
320,Okhotsk,RU,2022-11-23 22:31:40,59.3833,143.3,-1.55,82,98,18.19
321,Shostka,UA,2022-11-23 22:31:41,51.863,33.4698,18.23,97,93,1.07
322,Liezen,AT,2022-11-23 22:31:41,47.5667,14.2333,29.62,96,61,4.16
323,Taoudenni,ML,2022-11-23 22:31:42,22.6783,-3.9836,73.83,9,100,9.31
324,Tommot,RU,2022-11-23 22:31:42,58.9564,126.2925,-5.66,100,100,2.04
325,Tokur,RU,2022-11-23 22:31:43,53.1333,132.9,-20.27,100,96,2.66
326,Oyama,JP,2022-11-23 22:28:23,36.3,139.8,56.59,73,43,4.83
327,Dong Hoi,VN,2022-11-23 22:31:44,17.4833,106.6,76.08,92,100,4.5
328,Taltal,CL,2022-11-23 22:31:44,-25.4,-70.4833,65.12,79,25,3.13
329,Husavik,IS,2022-11-23 22:31:45,66.0449,-17.3389,37.72,98,100,8.34
330,Marystown,CA,2022-11-23 22:31:45,47.1666,-55.1483,33.42,68,96,24.76
331,Klyuchevskiy,RU,2022-11-23 22:31:46,53.5317,119.4519,-2.15,99,100,1.36
332,Uglich,RU,2022-11-23 22:31:46,57.5275,38.3317,22.39,95,100,6.38
333,Bambous Virieux,MU,2022-11-23 22:31:47,-20.3428,57.7575,76.21,88,40,6.91
334,Sangolqui,EC,2022-11-23 22:31:47,-0.3341,-78.4522,63.09,85,94,3.67
335,Andenes,NO,2022-11-23 22:31:48,69.3143,16.1194,33.78,60,0,17.27
336,Port Lincoln,AU,2022-11-23 22:31:48,-34.7333,135.8667,61.21,68,69,10.16
337,Honiara,SB,2022-11-23 22:31:49,-9.4333,159.95,86.86,64,5,6.38
338,Dunedin,NZ,2022-11-23 22:31:30,-45.8742,170.5036,54.81,64,97,5.01
339,Jiangyou,CN,2022-11-23 22:31:49,31.7667,104.7167,54.9,83,100,2.04
340,Sayyan,YE,2022-11-23 22:31:50,15.1718,44.3244,48.29,62,21,3.91
341,Progreso,MX,2022-11-23 22:31:50,21.2833,-89.6667,87.91,78,49,7.81
342,Dalvik,IS,2022-11-23 22:31:50,65.9702,-18.5286,37.33,99,100,10.22
343,Nanma,CN,2022-11-23 22:31:51,36.1817,118.1583,46.13,87,15,4.25
344,Dhidhdhoo,MV,2022-11-23 22:31:51,6.8833,73.1,81.41,70,86,15.77
345,Mar Del Plata,AR,2022-11-23 22:31:52,-38.0023,-57.5575,73.42,60,0,11.5
346,Tabou,CI,2022-11-23 22:31:52,4.423,-7.3528,78.75,85,58,6.44
347,Yakovlevka,RU,2022-11-23 22:31:53,44.425,133.4772,21.83,91,68,1.81
348,Blackwater,AU,2022-11-23 22:31:53,-23.5833,148.8833,83.43,20,42,6.71
349,Rocha,UY,2022-11-23 22:28:32,-34.4833,-54.3333,67.71,64,3,5.37
350,San Cristobal,VE,2022-11-23 22:31:54,7.7669,-72.225,73.58,97,89,1.39
351,Soanierana Ivongo,MG,2022-11-23 22:31:54,-16.9167,49.5833,71.91,91,52,2.71
352,Luena,AO,2022-11-23 22:31:55,-11.7833,19.9167,61.72,96,88,0.94
353,Flinders,AU,2022-11-23 22:31:55,-34.5833,150.8552,68.18,63,1,5.01
354,Abu Samrah,SY,2022-11-23 22:31:56,35.3029,37.1841,57.65,63,0,6.29
355,Marzuq,YE,2022-11-23 22:31:56,14.4,46.4667,61.18,70,0,2.19
356,Abnub,EG,2022-11-23 22:31:57,27.2696,31.1511,59.22,50,0,7.83
357,Marsa Matruh,EG,2022-11-23 22:31:57,31.3525,27.2453,62.8,42,40,8.05
358,Bay City,US,2022-11-23 22:30:28,43.5945,-83.8889,44.82,73,0,3.44
359,Petropavlovsk-Kamchatskiy,RU,2022-11-23 22:31:58,53.0452,158.6483,27.19,54,75,4.47
360,Mubende,UG,2022-11-23 22:31:58,0.5606,31.39,61.3,98,98,0.85
361,Tiarei,PF,2022-11-23 22:31:59,-17.5333,-149.3333,80.62,82,99,16.08
362,Muros,ES,2022-11-23 22:31:59,42.7762,-9.0603,57.83,79,63,10.8
363,Shingu,JP,2022-11-23 22:33:00,33.7333,135.9833,55.17,78,44,7.85
364,Peniche,PT,2022-11-23 22:33:00,39.3558,-9.3811,59.11,96,55,7.7
365,Shenjiamen,CN,2022-11-23 22:33:01,29.9576,122.298,60.75,71,14,8.59
366,Amapa,BR,2022-11-23 22:33:01,1.0,-52.0,74.19,93,91,4.45
367,Labuhan,ID,2022-11-23 22:33:02,-6.8844,112.2051,79.25,83,96,5.93
368,Tigil,RU,2022-11-23 22:33:03,57.8,158.6667,22.55,83,99,18.21
369,Nouadhibou,MR,2022-11-23 22:33:03,20.931,-17.0347,67.98,77,0,16.11
370,Salinas,US,2022-11-23 22:33:04,36.6777,-121.6555,74.01,36,0,4.61
371,Werda,BW,2022-11-23 22:33:04,-25.2667,23.2833,74.43,52,13,8.25
372,Pinar Del Rio,CU,2022-11-23 22:33:04,22.4175,-83.6981,76.78,77,34,4.32
373,Aden,YE,2022-11-23 22:33:05,12.7794,45.0367,78.91,74,0,15.35
374,Zeya,RU,2022-11-23 22:33:05,53.75,127.2667,-11.65,100,59,3.49
375,Trincomalee,LK,2022-11-23 22:33:06,8.5711,81.2335,75.4,81,94,9.31
376,Rio Cuarto,AR,2022-11-23 22:33:06,-33.1307,-64.3499,92.97,17,0,9.22
377,Wynyard,AU,2022-11-23 22:33:07,-41.0,145.7167,58.98,65,97,10.47
378,Saint-Georges,GD,2022-11-23 22:33:07,12.0564,-61.7485,78.48,83,75,11.5
379,Santa Marta,CO,2022-11-23 22:32:14,11.2408,-74.199,78.89,84,20,3.0
380,Zhezkazgan,KZ,2022-11-23 22:33:08,47.8043,67.7144,30.96,94,100,10.2
381,Garden City,US,2022-11-23 22:30:12,42.3256,-83.331,50.99,54,0,5.75
382,Jimo,CN,2022-11-23 22:33:09,36.3897,120.4622,46.18,100,49,4.47
383,Nome,US,2022-11-23 22:33:09,64.5011,-165.4064,10.47,92,75,4.61
384,Ekhabi,RU,2022-11-23 22:33:10,53.5102,142.9671,16.99,84,34,18.54
385,Tulun,RU,2022-11-23 22:33:10,54.5611,100.5792,5.23,77,100,8.59
386,Nemuro,JP,2022-11-23 22:29:42,43.3236,145.575,47.07,69,100,22.08
387,Adrar,MR,2022-11-23 22:33:11,20.5022,-10.0711,66.56,15,6,9.19
388,Paamiut,GL,2022-11-23 22:33:12,61.994,-49.6678,28.2,64,100,11.63
389,Hokitika,NZ,2022-11-23 22:33:12,-42.7167,170.9667,55.08,72,100,13.38
390,Ponta Do Sol,PT,2022-11-23 22:33:13,32.6667,-17.1,69.71,69,78,3.22
391,Rumuruti,KE,2022-11-23 22:33:13,0.267,36.5389,56.53,95,98,5.48
392,Mwinilunga,ZM,2022-11-23 22:33:14,-11.7358,24.4293,60.49,97,93,1.86
393,Sampit,ID,2022-11-23 22:33:14,-2.5333,112.95,75.54,94,100,1.7
394,Malayal,PH,2022-11-23 22:33:15,7.208,121.942,76.8,80,85,3.94
395,Tautira,PF,2022-11-23 22:33:15,-17.7333,-149.15,76.62,83,100,15.03
396,Nouakchott,MR,2022-11-23 22:33:16,18.0858,-15.9785,67.93,28,1,8.79
397,Khasan,RU,2022-11-23 22:33:16,42.4308,130.6434,37.35,84,44,3.78
398,Almaznyy,RU,2022-11-23 22:33:17,48.0448,40.045,33.08,82,20,1.48
399,Indi,IN,2022-11-23 22:33:17,17.1667,75.9667,70.7,60,79,7.05
400,Dawlatabad,AF,2022-11-23 22:33:18,36.4141,64.9053,55.98,30,0,4.12
401,Vrangel,RU,2022-11-23 22:33:18,42.7297,133.0839,35.64,76,9,8.25
402,Lavrentiya,RU,2022-11-23 22:33:19,65.5833,-171.0,14.14,77,67,4.94
403,Miandrivazo,MG,2022-11-23 22:33:20,-19.5167,45.4667,75.51,77,69,0.94
404,Tala,EG,2022-11-23 22:34:23,30.6803,30.9429,62.71,64,100,3.58
405,Khotynets,RU,2022-11-23 22:34:24,53.1286,35.3966,24.17,95,99,5.03
406,La Ronge,CA,2022-11-23 22:34:25,55.1001,-105.2842,39.45,52,20,10.36
407,Yumen,CN,2022-11-23 22:34:26,40.2833,97.2,34.59,34,46,18.28
408,Grindavik,IS,2022-11-23 22:34:27,63.8424,-22.4338,42.75,70,0,31.07
409,Nizhniy Tsasuchey,RU,2022-11-23 22:34:28,50.5167,115.1333,8.67,90,100,7.65
410,Sioux Lookout,CA,2022-11-23 22:34:29,50.1001,-91.917,35.67,75,75,8.05
411,Saint Anthony,US,2022-11-23 22:34:29,45.0205,-93.218,46.33,50,0,9.22
412,Uusikaupunki,FI,2022-11-23 22:34:30,60.8004,21.4084,29.57,80,100,8.03
413,Jonesboro,US,2022-11-23 22:31:46,35.8423,-90.7043,60.82,31,0,4.61
414,Gawler,AU,2022-11-23 22:34:31,-34.6,138.7333,64.49,71,43,4.54
415,Faanui,PF,2022-11-23 22:34:32,-16.4833,-151.75,79.81,73,82,6.73
416,Honningsvag,NO,2022-11-23 22:34:32,70.9821,25.9704,26.35,80,0,28.77
417,Katangli,RU,2022-11-23 22:34:33,51.7102,143.2326,13.53,84,5,7.58
418,Ust-Nera,RU,2022-11-23 22:34:34,64.5667,143.2,-13.56,99,100,2.55
419,Jalu,LY,2022-11-23 22:34:34,29.0331,21.5482,59.02,56,0,8.46
420,Leningradskiy,RU,2022-11-23 22:33:32,69.3833,178.4167,-12.89,97,100,3.0
421,Mweka,CD,2022-11-23 22:34:36,-4.85,21.5667,66.96,93,51,1.68
422,Morondava,MG,2022-11-23 22:34:37,-20.2833,44.2833,77.11,71,41,0.36
423,Starosubkhangulovo,RU,2022-11-23 22:34:39,53.1031,57.4423,22.08,96,100,4.94
424,Maluso,PH,2022-11-23 22:34:39,6.543,121.8753,77.09,80,97,4.65
425,Skibbereen,IE,2022-11-23 22:34:40,51.55,-9.2667,48.11,75,29,24.67
426,Azangaro,PE,2022-11-23 22:34:41,-14.9167,-70.2167,50.34,52,97,1.74
427,Payo,ID,2022-11-23 22:34:43,-3.7508,103.6372,72.27,94,100,0.72
428,Oktyabrskiy,RU,2022-11-23 22:34:15,54.4815,53.471,34.23,99,100,7.74
429,Smithers,CA,2022-11-23 22:32:03,54.7804,-127.1743,35.92,93,100,11.5
430,Rasulabad,IN,2022-11-23 22:34:44,26.75,80.4833,53.55,37,1,5.66
431,Dalbandin,PK,2022-11-23 22:34:45,28.8947,64.4101,55.08,21,68,4.18
432,Waspan,NI,2022-11-23 22:34:46,14.7419,-83.9717,74.77,95,93,3.8
433,Ponta Delgada,PT,2022-11-23 22:34:47,37.7333,-25.6667,63.32,77,20,11.5
434,Nianzishan,CN,2022-11-23 22:34:48,47.5167,122.8833,10.99,78,44,2.17
435,Carutapera,BR,2022-11-23 22:34:49,-1.195,-46.02,78.4,82,46,7.65
436,Kilembe,UG,2022-11-23 22:34:51,0.2,30.0,60.78,95,100,2.46
437,Guerrero Negro,MX,2022-11-23 22:34:51,27.9769,-114.0611,69.26,34,1,11.81
438,Yangjiang,CN,2022-11-23 22:34:52,21.85,111.9667,70.39,96,100,5.75
439,Quelimane,MZ,2022-11-23 22:34:53,-17.8786,36.8883,76.33,83,61,4.61
440,Hatillo,PR,2022-11-23 22:34:54,18.4863,-66.8254,81.86,89,2,5.01
441,Mugumu,TZ,2022-11-23 22:34:54,-1.85,34.7,62.89,84,89,2.39
442,Komsomolskiy,UZ,2022-11-23 22:34:55,40.4272,71.7189,38.12,87,73,2.3
443,Broken Hill,AU,2022-11-23 22:34:56,-31.95,141.4333,68.09,42,26,8.1
444,Manggar,ID,2022-11-23 22:34:57,-2.8833,108.2667,79.72,81,97,2.59
445,Tecpan,GT,2022-11-23 22:34:58,14.7623,-90.9947,57.2,82,95,3.53
446,Margate,GB,2022-11-23 22:34:59,51.3813,1.3862,50.9,81,66,5.01
447,Kudahuvadhoo,MV,2022-11-23 22:35:00,2.6708,72.8944,81.45,75,99,15.39
448,Beaverlodge,CA,2022-11-23 22:35:01,55.2166,-119.4361,34.95,82,93,2.37
449,Kamenka,RU,2022-11-23 22:36:02,51.3223,42.7678,32.04,91,100,13.62
450,Longonjo,AO,2022-11-23 22:36:03,-12.9067,15.2533,64.22,93,99,2.75
451,Matara,LK,2022-11-23 22:36:04,5.9485,80.5353,74.7,87,98,6.08
452,Sovetskaya,RU,2022-11-23 22:36:05,44.7769,41.1722,45.34,84,96,8.84
453,Suhbaatar,MN,2022-11-23 22:36:08,50.2314,106.2078,6.67,96,91,2.21
454,Severodvinsk,RU,2022-11-23 22:36:09,64.5635,39.8302,5.11,94,34,4.68
455,Escanaba,US,2022-11-23 22:36:11,45.7453,-87.0646,39.16,87,0,3.24
456,Sabang,ID,2022-11-23 22:36:12,5.8933,95.3214,80.29,77,97,17.54
457,Thaba Nchu,ZA,2022-11-23 22:36:13,-29.2093,26.839,64.74,42,0,7.23
458,Orocue,CO,2022-11-23 22:36:14,4.7912,-71.3354,80.2,71,100,6.91
459,Mirnyy,RU,2022-11-23 22:36:14,62.5353,113.9611,-26.77,74,98,2.01
460,Kurilsk,RU,2022-11-23 22:36:15,45.2333,147.8833,38.91,70,100,9.1
461,Hay River,CA,2022-11-23 22:35:37,60.8156,-115.7999,22.98,80,75,9.22
462,Ovsyanka,RU,2022-11-23 22:36:17,55.9575,92.5519,-7.78,84,100,12.75
463,Damietta,EG,2022-11-23 22:36:18,31.4165,31.8133,69.69,68,78,7.27
464,Kayes,ML,2022-11-23 22:36:19,14.0,-11.0,77.95,16,72,6.38
465,Manching,DE,2022-11-23 22:36:20,48.7166,11.4939,40.19,91,63,2.3
466,Sao Gabriel Da Cachoeira,BR,2022-11-23 22:36:21,-0.1303,-67.0892,74.28,91,92,1.59
467,Baherden,TM,2022-11-23 22:36:23,38.4362,57.4316,60.76,29,100,1.86
468,Healdsburg,US,2022-11-23 22:36:23,38.6105,-122.8692,77.02,45,0,1.01
469,Uige,AO,2022-11-23 22:36:25,-7.6087,15.0613,65.57,97,82,1.59
470,Zhumadian,CN,2022-11-23 22:36:26,32.9794,114.0294,50.88,83,6,4.09
471,Kainantu,PG,2022-11-23 22:36:27,-6.2887,145.8655,69.94,63,91,3.04
472,Miracema Do Tocantins,BR,2022-11-23 22:36:28,-9.5618,-48.3967,72.36,92,100,3.13
473,Beyneu,KZ,2022-11-23 22:36:29,45.3167,55.2,44.89,82,4,12.39
474,Zhangye,CN,2022-11-23 22:36:30,38.9342,100.4517,31.71,40,37,3.0
475,Villa Carlos Paz,AR,2022-11-23 22:31:36,-31.4241,-64.4978,90.05,15,42,5.99
476,Medicine Hat,CA,2022-11-23 22:36:32,50.0501,-110.6683,38.39,81,20,9.22
477,Miraflores,MX,2022-11-23 22:36:33,19.2167,-98.8083,74.05,69,84,3.94
478,Nishihara,JP,2022-11-23 22:36:35,26.1842,127.7558,72.68,92,75,11.5
479,Roma,US,2022-11-23 22:32:16,43.2128,-75.4557,40.95,86,100,0.0
480,Lulea,SE,2022-11-23 22:36:36,65.5842,22.1547,24.87,93,100,5.75
481,Sanmenxia,CN,2022-11-23 22:36:36,34.7747,111.1814,44.6,82,0,0.85
482,Conakry,GN,2022-11-23 22:32:11,9.538,-13.6773,81.43,65,77,2.77
483,Erzin,TR,2022-11-23 22:36:37,36.9559,36.2,59.9,59,29,7.23
484,Acarau,BR,2022-11-23 22:36:38,-2.8856,-40.12,79.56,72,53,18.25
485,Batticaloa,LK,2022-11-23 22:36:39,7.7102,81.6924,77.86,81,100,1.5
486,Dwarka,IN,2022-11-23 22:36:40,22.2394,68.9678,75.74,49,0,5.46
487,Grand Gaube,MU,2022-11-23 22:36:41,-20.0064,57.6608,76.37,72,1,3.0
488,Havelock,US,2022-11-23 22:36:42,34.8791,-76.9013,60.75,58,100,8.05
489,Dicabisagan,PH,2022-11-23 22:36:44,17.0818,122.4157,79.05,84,72,2.06
490,Coihaique,CL,2022-11-23 22:32:28,-45.5752,-72.0662,53.55,54,75,10.36
491,Fiche,ET,2022-11-23 22:36:46,9.8,38.7333,51.1,71,85,1.3
492,Roswell,US,2022-11-23 22:33:51,34.0232,-84.3616,67.78,50,0,0.0
493,Bokoro,TD,2022-11-23 22:36:48,12.3807,17.0568,75.15,16,46,10.78
494,Linqiong,CN,2022-11-23 22:36:49,30.4159,103.4609,57.02,83,89,0.11
495,Aksay,RU,2022-11-23 22:36:50,47.26,39.87,45.25,83,67,21.0
496,Karachi,PK,2022-11-23 22:35:17,24.9056,67.0822,64.22,77,8,3.44
497,Sirajganj,BD,2022-11-23 22:36:52,24.45,89.7167,69.06,61,55,10.07
498,Alibag,IN,2022-11-23 22:37:53,18.6411,72.8792,75.27,54,86,5.23
499,Pasir Gudang,MY,2022-11-23 22:37:54,1.4584,103.8805,79.12,92,75,2.3
500,Isangel,VU,2022-11-23 22:37:55,-19.55,169.2667,84.31,79,31,3.44
501,Teguldet,RU,2022-11-23 22:37:56,57.3064,88.1667,-10.43,94,98,8.63
502,Umm Lajj,SA,2022-11-23 22:37:57,25.0213,37.2685,78.13,68,98,3.31
503,Guanica,PR,2022-11-23 22:37:58,17.9716,-66.908,81.99,77,1,11.27
504,Necochea,AR,2022-11-23 22:34:07,-38.5473,-58.7368,60.75,79,1,8.3
505,Cordoba,AR,2022-11-23 22:37:26,-31.4135,-64.1811,93.24,18,0,8.05
506,Darhan,MN,2022-11-23 22:38:00,49.4867,105.9228,16.14,91,72,6.24
507,Araceli,PH,2022-11-23 22:38:00,10.5529,119.9913,83.3,76,100,11.61
508,Verkhnyaya Inta,RU,2022-11-23 22:38:01,65.9811,60.3094,1.31,97,94,8.66
509,Chama,CH,2022-11-23 22:38:03,47.1821,8.4636,44.62,91,75,3.44
510,Porbandar,IN,2022-11-23 22:38:03,21.6422,69.6093,73.98,33,0,7.58
511,Porto Novo,BJ,2022-11-23 22:38:06,6.4965,2.6036,82.22,81,6,6.02
512,Tilichiki,RU,2022-11-23 22:38:08,60.4667,166.1,7.57,91,100,6.26
513,Swan Hill,AU,2022-11-23 22:38:10,-35.3378,143.5544,63.88,59,0,3.89
514,Thayetmyo,MM,2022-11-23 22:38:11,19.3167,95.1833,67.08,78,21,4.79
515,Pemba,MZ,2022-11-23 22:38:11,-12.974,40.5178,79.5,83,40,9.22
516,Egvekinot,RU,2022-11-23 22:38:12,66.3167,-179.1667,2.8,85,100,11.07
517,Magadan,RU,2022-11-23 22:38:14,59.5667,150.8,-1.07,81,16,7.16
518,Goksun,TR,2022-11-23 22:38:14,38.021,36.4973,41.94,91,71,4.99
519,Morehead,US,2022-11-23 22:37:58,37.2711,-87.1764,55.15,51,0,0.0
520,Tungor,RU,2022-11-23 22:38:16,53.3808,142.9564,15.24,84,22,17.63
521,Vallejo,US,2022-11-23 22:34:44,38.1041,-122.2566,74.62,43,0,5.75
522,Bacolod,PH,2022-11-23 22:37:33,10.6667,122.95,79.95,83,98,5.55
523,Geraldton,AU,2022-11-23 22:38:19,-28.7667,114.6,57.61,88,40,4.61
524,Makakilo City,US,2022-11-23 22:38:21,21.3469,-158.0858,80.92,61,40,11.5
525,Duiwelskloof,ZA,2022-11-23 22:38:22,-23.6934,30.14,68.25,59,21,1.92
526,Todos Santos,MX,2022-11-23 22:38:24,23.45,-110.2167,82.04,61,46,9.01
527,Port Macquarie,AU,2022-11-23 22:37:27,-31.4333,152.9167,74.89,49,11,5.86
528,Suntar,RU,2022-11-23 22:33:30,62.1444,117.6319,-36.53,100,44,1.48
529,Zaporizhzhya,UA,2022-11-23 22:38:25,47.8167,35.1833,40.35,76,99,9.95
530,Matadi,CD,2022-11-23 22:38:26,-5.8167,13.45,76.03,91,51,3.04
531,Palmer,US,2022-11-23 22:38:26,42.1584,-72.3287,44.15,58,40,3.44
532,San Quintin,MX,2022-11-23 22:38:27,30.4833,-115.95,65.07,52,0,10.92
533,Kursk,RU,2022-11-23 22:38:27,51.7303,36.1939,26.8,93,32,4.47
534,Isla Vista,US,2022-11-23 22:38:28,34.4133,-119.861,77.99,33,0,4.61
535,Shepsi,RU,2022-11-23 22:38:28,44.0361,39.1489,59.61,58,100,7.94
536,Copiapo,CL,2022-11-23 22:38:29,-27.3667,-70.3333,64.09,43,0,5.82
537,Dibombari,CM,2022-11-23 22:38:29,4.1787,9.6561,76.53,88,29,0.47
538,Inirida,CO,2022-11-23 22:38:30,3.8653,-67.9239,74.01,95,100,1.14
539,Sistranda,NO,2022-11-23 22:38:30,63.7256,8.834,37.36,60,4,21.94
540,Shetpe,KZ,2022-11-23 22:38:31,44.1667,52.1167,43.29,63,0,5.79
541,Barranca,PE,2022-11-23 22:33:47,-10.75,-77.7667,67.06,81,21,7.11
542,Filadelfia,US,2022-11-23 22:37:25,39.9523,-75.1638,53.1,48,0,3.44
543,Kuala Terengganu,MY,2022-11-23 22:35:15,5.3302,103.1408,76.95,100,40,3.44
544,El Coyote,MX,2022-11-23 22:39:32,25.7,-103.2667,82.42,23,18,7.7
545,Labuan,MY,2022-11-23 22:39:32,5.2767,115.2417,79.16,94,20,0.0
546,Palu,ID,2022-11-23 22:39:33,-0.8917,119.8707,78.87,88,92,2.1
547,Zhuhai,CN,2022-11-23 22:39:33,22.2769,113.5678,73.18,94,40,18.41
548,Gemena,CD,2022-11-23 22:39:34,3.25,19.7667,71.04,89,79,2.57
549,Lasa,IT,2022-11-23 22:39:34,46.6166,10.7002,38.28,91,90,7.29
550,Marawi,PH,2022-11-23 22:39:35,7.9986,124.2928,71.35,88,72,1.54
551,Pontes E Lacerda,BR,2022-11-23 22:39:35,-15.2261,-59.3353,77.97,69,87,4.25
552,Tobe,JP,2022-11-23 22:39:36,33.7447,132.7901,53.31,95,20,3.44
553,Kijang,KR,2022-11-23 22:39:36,35.2442,129.2139,47.93,46,99,4.72
554,Comodoro Rivadavia,AR,2022-11-23 22:38:02,-45.8667,-67.5,75.06,23,0,33.38
555,Prokhorovka,RU,2022-11-23 22:39:37,51.0374,36.7325,26.17,93,52,3.56
